Store Number,Store Name,Address,City
5361-1173,Soscol at Hwy 121-Napa,"247 Soscol Avenue, Redwood Plaza Napa CA",Napa
11235-104090,Hwy 29 & Redwood,2007 Redwood Rd Napa CA,Napa
9595-107359,Jefferson & Lincoln,1200 Lincoln Avenue Napa CA,Napa
17602-86221,First & Main Napa,1006 First Street Napa CA,Napa
76263-90141,Target Napa North T-1438,4000 Bel Aire Plaza Napa CA,Napa
74492-97261,Safeway-Napa #2449,"3375 Jefferson Square, Silverado Plaza Napa CA",Napa
5993-55079,Silverado Plaza - Napa,663 Trancas Street Napa CA,Napa
15678-156027,Target Napa T-1026,205 Soscol Ave Napa CA,Napa
604-319,Trancas & Jefferson Napa,1340 Trancas Street Napa CA,Napa
75442-107092,NAS Lemoore-Reeves Blvd,796 Reeves Blvd NAS Lemoore CA,NAS Lemoore
76931-126944,Target Natl City Plza Bonita T-2232,3060 Plaza Bonita Rd National City CA,National City
2922-211104,Plaza Bonita Mall - Food Court,"3030 Plaza Bonita Rd, 9270, Grove Plaza National City CA",National City
6783-79043,Plaza & Grove,2230 E. Plaza Blvd. National City CA,National City
22419-212488,Mile of Cars Way & I-5,"404 Mile of Cars Way, 101 National City CA",National City
6487-237986,Highland & 30th,"3001 Highland Avenue, Stevenson Station National City CA",National City
7980-95491,Stevenson & Balentine,5741 Stevenson Newark CA,Newark
74807-73698,Safeway - Newark #1224,5877 Jarvis Ave Newark CA,Newark
5286-158884,Newark & Jarvis,"35040 Newark Blvd., Carter Station Newark CA",Newark
5952-49999,Thornton & Sycamore,7324 Thorton Av Newark CA,Newark
6482-240997,NewPark,"2086 NewPark Mall, K005 Newark CA",Newark
5909-10775,Reino Road & Kimber Drive,"421 S Reino Rd, Ste A Newbury Park CA",Newbury Park
19803-200205,MacArthur & Bison,1260 Bison Avenue Newport Beach CA,Newport Beach
75797-80024,Marriott Newport Beach Lobby,900 Newport Center Dr Newport Beach CA,Newport Beach
586-244,Via Lido,"3465 Via Lido, Suite E-3 Newport Beach CA",Newport Beach
5661-1948,Jamboree & Birch,4551 Jamboree Road Newport Beach CA,Newport Beach
18722-193705,Ralph's - Newport Beach #745,1150 Irvine Ave Newport Beach CA,Newport Beach
5563-234644,Fashion Island,137 Newport Center Drive Newport Beach CA,Newport Beach
657-299,Balboa Island,226 Marine Drive Newport Beach CA,Newport Beach
5216-429,Mac Arthur & Campus,4678 Campus Drive Newport Beach CA,Newport Beach
74648-93368,Vons-Newport Beach #1912,2660 San Miguel Dr Newport Beach CA,Newport Beach
5776-15502,W. Coast Hwy & Riverside,"2700 W. Coast Highway, 195, Crystal Cove Promenade Newport Beach CA",Newport Beach
6654-70500,Crystal Cove & PCH,7958 Pacific Coast Highway Newport Beach CA,Newport Beach
14967-155988,"Ralph's-Newport, CA #744",2555 Eastbluff Dr Newport Beach CA,Newport Beach
6747-40139,Pacific Coast Hwy & Bayside,"377 East Pacific Coast Highway, Suite A Newport Beach CA",Newport Beach
14018-108041,Jamboree & Bristol,3601 Jamboree Road Newport Beach CA,Newport Beach
74556-77464,Vons-Newport #1911,"21181 Newport Coast Dr, Newport Coast Shopping Center Newport Coast CA",Newport Coast
14156-112404,Newport Coast & San Joaquin Hills,21155 Newport Coast Drive Newport Coast CA,Newport Coast
8829-94867,"Tefft & Mary, Nipomo",581 W. Tefft Street Nipomo CA,Nipomo
74598-87920,Vons-Nipomo #1621,520 W Tefft St Nipomo CA,Nipomo
76197-92524,Target Norco T-736,1290 Hamner Ave Norco CA,Norco
11596-104820,Hidden Valley & The 15 Fwy,455 Hidden Valley Parkway Norco CA,Norco
9549-96447,6th Street & Hamner,"3699 Hamner Avenue, #A Norco CA",Norco
26145-236624,Watt & Elkhorn,3535 Elkhorn Blvd North Highland CA,North Highland
10543-100739,Watt & Roseville,"4981 Watt Ave, 500 North Highlands CA",North Highlands
8113-95901,Watt & I-80,4332 Watt Avenue North Highlands CA,North Highlands
8637-80485,Sepulveda & Nordhoff,9002 Sepulveda Blvd. North Hills CA,North Hills
6782-80486,Nordhoff & Woodley,16222 Nordhoff Street North Hills CA,North Hills
22417-220625,Lankershim & La Maida,4853 Lankershim Blvd North Hollywood CA,North Hollywood
5642-1690,Lankershim & Magnolia,5166 A Lankershim Blvd North Hollywood CA,North Hollywood
9596-97295,Tujunga & Camarillo,11331 Camarillo Street North Hollywood CA,North Hollywood
13365-107349,Sherman Way & Whitsett,12520 Sherman Way North Hollywood CA,North Hollywood
76211-90561,Target North Hollywood T-294,11051 Victory Blvd North Hollywood CA,North Hollywood
5839-26187,Victory & Coldwater,12848 Victory Blvd. North Hollywood CA,North Hollywood
76446-90560,Target Northridge T-2020,8999 Balboa Ave Northridge CA,Northridge
5208-1975,Reseda & Devonshire,"10235 Reseda Blvd, Ste D4 & D6 Northridge CA",Northridge
6459-53039,Reseda & Plummer,"9420 Reseda Blvd., #1, Porter Ranch Town Center Northridge CA",Northridge
5861-29276,Rinaldi & Corbin,19759 Rinaldi St Northridge CA,Northridge
5627-249,Shirley & Plummer,"19500 Plummer St., Northridge Fashion Center Northridge CA",Northridge
28236-250145,Teavana - Northridge Fashion Center,"9301 Tampa Ave, #171 Northridge CA",Northridge
20686-189424,Reseda & Nordhoff,"9020 N. Reseda, Unit A Northridge CA",Northridge
25006-237487,Target Norwalk T-1424,12051 Imperial Hwy Norwalk CA,Norwalk
10140-99707,"Rosecrans & Shoemaker, Norwalk",13001 Rosecrans Avenue Norwalk CA,Norwalk
6951-212904,Rosecrans & Studebaker,"11023 Rosecrans Avenue, Target Center Norwalk CA",Norwalk
6502-62019,"Firestone & 605 Frwy, Norwalk",10716 Firestone Blvd Norwalk CA,Norwalk
15626-157284,"Firestone & Studebaker, Norwalk",11031 Firestone Blvd. Norwalk CA,Norwalk
27974-249305,Pioneer & Rosecrans,14322 Pioneer Boulevard Norwalk CA,Norwalk
15586-142024,Target Norwalk T-1340,10600 Firestone Blvd Norwalk CA,Norwalk
9546-97058,"Firestone & Pioneer, Norwalk","11790 Firestone Blvd., San Marin Plaza Norwalk CA",Norwalk
10544-100747,San Marin & San Ramon,"127 San Marin Dr, The Village at Novato Novato CA",Novato
10711-95958,Redwood & Olive,"7514 Redwood Blvd, Vintage Oaks at Novato Novato CA",Novato
5711-4777,Vintage & Rowland - Novato,"132 Vintage Way, F-1 Novato CA",Novato
74280-24451,Safeway-Novato #979,900 Diablo Ave. Novato CA,Novato
79771-133426,Safeway - Novato #2828,5720 Nave Drive Novato CA,Novato
15582-156026,Target Novato T-692,200 Vintage Way Novato CA,Novato
5824-13887,Yosemite & F Street - Oakdale,"325 East F St, D, F Street & Ventana Oakdale CA",Oakdale
10775-102223,F Street & Ventana - Oakdale,"1342 East F Street, C Oakdale CA",Oakdale
9474-72423,Highway 49 & Highway 41 - Oakhurst,"40208 Highway 41 , PO Box 3630 Oakhurst CA",Oakhurst
74597-87625,Vons-Oakhurst #2409,"40044 Hwy 49, Estuary Cove Oakhurst CA",Oakhurst
11453-105281,Estuary Cove - Oakland,1211 E Embarcadero Cove Oakland CA,Oakland
70030-106532,OAK T -1 Gate 4,1 Airport Drive Oakland CA,Oakland
47058-254704,Broadway & 30th,3013 Broadway Ave Oakland CA,Oakland
47057-256264,2nd & Broadway,"200 Broadway, 4, Fruitvale Station Oakland CA",Oakland
5751-12128,Fruitvale & I-880,3060A E 9th St Oakland CA,Oakland
5710-8225,4098 Piedmont Avenue - Oakland,4098 Piedmont Ave Oakland CA,Oakland
26801-135815,Safeway - Oakland #3132,5130 Broadway Oakland CA,Oakland
2994-86219,Broadway & 8th Street - Oakland,801 Broadway Oakland CA,Oakland
70029-106533,OAK T - 2 Gate 23,1 Airport Drive Oakland CA,Oakland
625-347,Oakland City Center,"1200 Clay Street, #58 Oakland CA",Oakland
70031-106614,OAK T - 1 Gate 11,1 Airport Drive Oakland CA,Oakland
9206-9254,315 1/2 20th St.,3  15 1/2 20th St Oakland CA,Oakland
8142-3188,Hegenberger & I-880 - Oakland,8450-D Edgewater Drive Oakland CA,Oakland
5780-10995,2059 Mountain Blvd. - Oakland,2059 Mountain Blvd Oakland CA,Oakland
75928-106534,OAK T -2 Gate 28,1 Airport Drive Oakland CA,Oakland
10942-73211,Broadway & Grand - Oakland,420 W. Grand Ave. Oakland CA,Oakland
23461-230285,Safeway - Oakland 2870,6130 College Avenue Oakland CA,Oakland
9861-96968,98th & Bigge,185 98th Ave Oakland CA,Oakland
514-175184,Rockridge & Broadway,1982 Pleasant Valley Blvd Oakland CA,Oakland
5281-120,3347 Lakeshore Avenue,3347 Lakeshore Avenue Oakland CA,Oakland
79744-125805,Safeway-Oakland #908,3550 Fruitvale Ave Oakland CA,Oakland
9330-94378,Main St & Carol,"2190 Main Street, A Oakley CA",Oakley
22433-216244,Hwy 4 & Hwy 160,900Main Street Oakley CA,Oakley
73636-67161,Albertsons-Oceanside #6733,"3450 Marron Rd, Oceanside Crossing Oceanside CA",Oceanside
9688-87481,"Oceanside & I-5, Oceanside",1779 Oceanside Blvd Oceanside CA,Oceanside
10110-99074,El Camino Real & E. Vista Way,2263 South El Camino Real Oceanside CA,Oceanside
6784-76568,Mission & El Camino Real,"3760 Mission Avenue, C, Old Grove Marketplace Oceanside CA",Oceanside
9349-95470,"Old Grove & Mission, Oceanside",175 Old Grove Rd Oceanside CA,Oceanside
23519-229264,Mission & Archer,1702 Mission Avenue Oceanside CA,Oceanside
5212-6949,North Oceanside,"815 College Blvd, #108 Oceanside CA",Oceanside
5432-1232,Pacific Coast Plaza - Oceanside,"2183 Vista Way, Suite B-1 Oceanside CA",Oceanside
10314-99075,"College & Plaza, Oceanside","3702 Plaza Drive, A, San Luis Rey Crossing Oceanside CA",Oceanside
16981-173324,College & North River.,"4904 North River Road, #300 Oceanside CA",Oceanside
74634-93766,Vons-Oceanside #2360,"845 College Blvd, Plaza Rancho Del Oro Shopping Center Oceanside CA",Oceanside
5832-15938,"Oceanside & College, Oceanside","4176 Oceanside Blvd., B, Mira Monte Shopping Center Oceanside CA",Oceanside
10430-99454,"Ventura & Villanova, Ojai",11484 North Ventura Avenue Ojai CA,Ojai
75533-53979,Squaw Valley Ski,"1985 Squaw Valley Rd, Ste.21 Olympic Valley CA",Olympic Valley
7967-94940,Mountain & 6th,"1520 N. Mountain Ave., B Ontario CA",Ontario
9627-96925,Jurupa & I-15,"4880 E. Motor Lane, B Ontario CA",Ontario
20768-206407,Archibald & 60 fwy,2548 S. Archibald Ave Ontario CA,Ontario
17852-181644,Ontario Mills Mall Floor 1,"1 Mills Circle, 319, Village at Ontario Center Ontario CA",Ontario
6940-83521,Milliken & 4th,1041 N. Milliken Avenue Ontario CA,Ontario
11746-104778,Vineyard & Holt,111 N. Vineyard Avenue Ontario CA,Ontario
5453-238624,Ontario Mills & Mills Circle,"960 Ontario Mills Drive, Vineyard & Walnut Ontario CA",Ontario
6531-39920,Vineyard & Walnut,2570 S. Vineyard Avenue Ontario CA,Ontario
26799-243984,Ontario Mills Mall 2,"1 Mills Circle, KI01 Ontario CA",Ontario
2823-95248,Archibald & Inland Empire,791 N. Archibald Avenue Ontario CA,Ontario
26570-244451,Mountain & 60,"2304 South Mountain Avenue, Ontario Mills Ontario CA",Ontario
28549-250026,Teavana - Ontario Mills,"One Mills Circle, #707 Ontario CA",Ontario
76744-106253,Target Ontario T-2245,4200 E 4th St Ontario CA,Ontario
20402-160226,Chapman & Tustin,1630 E. Chapman Blvd. Orange CA,Orange
74566-79465,Vons-Orange #2335,2684 N Tustin Ave Orange CA,Orange
24461-235456,Sodexo @ Chapman University,"393 N Glassell St, Galleria L'Orange Orange CA",Orange
6526-46619,Chapman & Main,"130 S. Main Street, E Orange CA",Orange
73398-23312,Albertsons-Orange #6534,940 N Tustin Ave Orange CA,Orange
10713-100776,Katella & Main,1627 West Katella Avenue Orange CA,Orange
5704-6593,Tustin & Meats,"2115 Tustin St, #2 Orange CA",Orange
5540-1551,The Outlets at Orange,"20 City Blvd W, Bld K; #41 Orange CA",Orange
9550-97298,Chapman & The City Drive,"3743 W. Chapman Avenue, A Orange CA",Orange
5511-1447,Plaza Square & East Chapman,101 East Chapman Avenue Orange CA,Orange
73565-67160,Albertsons-Orange #6585,4550 E Chapman Ave Orange CA,Orange
24801-220165,Aramark @ St. Joseph Hospital,1100 W Stewart Dr Orange CA,Orange
23600-231364,Tustin & Lincoln,2734 Tustin Avenue Orange CA,Orange
5894-17215,Chapman & Swidler,3630 E. Chapman Ave Orange CA,Orange
14020-108042,Chapman & Glassell,44 Plaza Square Orange CA,Orange
5724-5909,Main & Town and Country,"691 S. Main Street, #100 Orange CA",Orange
73306-21723,Albertsons - Orcutt #6394,"1120 E. Clark Ave., Orinda Theatre Square Orcutt CA",Orcutt
6591-67660,Moraga & Bryant,"2 Theatre Square, 106 Orinda CA",Orinda
5231-393,Camino Pablo & Camino Sobrante,"1 Camino Sobrante, #9 Orinda CA",Orinda
26877-242964,Orland,110 Frances Lane Orland CA,Orland
27053-92390,Oro Dam & Feather River,480 East Oroville Dam Blvd. Oroville CA,Oroville
15778-159191,Target Oxnard T-2760,2850 N Oxnard Blvd Oxnard CA,Oxnard
79558-103613,Vons - Oxnard #2825,1291 S VICTORIA BLVD OXNARD CA,OXNARD
9388-96401,"Saviers & Channel Islands, Oxnard",3042 Saviers Road Oxnard CA,Oxnard
25052-234624,Gonzales & Rose,1921 N. Rose Avenue Oxnard CA,Oxnard
16675-155371,The Collections at Riverpark,669 Town Center DriveBlvd Oxnard CA,Oxnard
74608-91322,Vons-Oxnard #2436,2101 N Rose Ave Oxnard CA,Oxnard
6892-84700,"Channel Islands & Rose, Oxnard","1611 E Channel Island Blvd, Centennial Plaza Oxnard CA",Oxnard
8618-93430,"5th & B Street, Oxnard","241 W.  5th Street, The Esplanade Oxnard CA",Oxnard
5943-35499,"Esplanade & Hwy 1, Oxnard",331 W. Esplanade Oxnard CA,Oxnard
9343-95880,"Garnet & Fanuel, Pacific Beach",1359 Garnet Avenue Pacific Beach CA,Pacific Beach
74883-100544,Safeway - Pacific Grove #761,1212 Forest Ave Pacific Grove CA,Pacific Grove
20770-207884,Sunset & Palisades,514 Palisades Drive Pacific Palisades CA,Pacific Palisades
609-324,Sunset & Swarthmore,15300 Sunset Boulevard Pacific Palisades CA,Pacific Palisades
79627-98609,Vons-Pacific Palisades #2266,17380 Sunset Blvd Pacific Palisades CA,Pacific Palisades
5632-1942,Hwy 1 & Linda Mar - Linda Mar,1227 Linda Mar Shopping Center Pacifica CA,Pacifica
24132-233525,Oceana & Manor,549 Oceana Pacifica CA,Pacifica
74928-101859,Safeway - Pacifica #304,"1380 Linda Mar SC, Fairmont Center Pacifica CA",Pacifica
5971-48239,Hickey & Skyline - Pacifica,791 Hickey Boulevard Pacifica CA,Pacifica
79784-139564,Safeway - Pacifica #3008,12 Manor Plaza Pacifica CA,Pacifica
76212-92525,Target Palm Desert T-940,72-549 Hwy 111 Palm Desert CA,Palm Desert
9745-96489,Washington & 42nd,"42-175 Washington Street, 5 Palm Desert CA",Palm Desert
75542-38859,Marriott Desert Springs,"74855 Country Club Dr, Deep Canyon/Hwy 111 Center Palm Desert CA",Palm Desert
5331-1093,Hwy. 111 & Deep Canyon,"74600 Highway 111, Desert Gateway Palm Desert CA",Palm Desert
6840-80680,Monterey Avenue & Dinah Shore,"34300 Monterey Ave., 104, San Pablo Village Palm Desert CA",Palm Desert
6529-61839,"El Paseo & San Pablo, Palm Desert","73520 El Paseo, # 1A, University Plaza Palm Desert CA",Palm Desert
10186-99141,"Gerald Ford & Cook, Palm Desert","74836 Technology Drive,, 100 Palm Desert CA",Palm Desert
2849-91520,"Varner & Washington, Palm Desert",78385 Varner Road Palm Desert CA,Palm Desert
10003-98585,"Monterey & El Paseo, Palm Desert",73030 El Paseo Palm Desert CA,Palm Desert
28212-249880,Teavana - The Gardens on El Paseo,"73-545 El Paseo, #1104 Palm Desert CA",Palm Desert
20534-157130,"Ralph's-Palm Springs, CA #27",74884 Country Club Dr Palm Dessert CA,Palm Dessert
25981-182687,Ralphs Palm Springs #181,1733 E Palm Canyon Dr Palm Springs CA,Palm Springs
5604-1946,Sunny Dunes & Hwy 111,"682 S Palm Canyon Dr, Suite  A, Sunrise Plaza Palm Springs CA",Palm Springs
6809-76000,"Sunrise & Ramon, Palm Springs","425 S. Sunrise Way, G Palm Springs CA",Palm Springs
5060-102653,Vons - Palm Springs #2384,4733 E Palm Canyon Palm Springs CA,Palm Springs
73640-93059,Albertsons-Palm Springs #6569,1751 N Sunrise Way Palm Springs CA,Palm Springs
3049-131787,PSP Post Sec. Courtyard,3400 East Tahquitz Canyon Way Palm Springs CA,Palm Springs
5235-445,Palm Springs,101 S Palm Canyon Drive Palm Springs CA,Palm Springs
22702-222865,PSP Terminal 1,"3400 E Tahquitz Canyon Wy, Palmdale Retail Center Palm Springs CA",Palm Springs
5924-40339,Rancho Vista & Lowes Drive,39570 Lowes Drive Palmdale CA,Palmdale
76818-111371,Super Target Palmdale East ST-2350,38019 47th St E Palmdale CA,Palmdale
25204-236912,47th Street East & Palmdale Blvd,"38135 47th Street East, Suite 605-38, Palmdale Shopping Center Palmdale CA",Palmdale
9739-96736,Palmdale Blvd & 3rd,280 East Palmdale Blvd. Palmdale CA,Palmdale
74585-83082,Vons-Palmdale #3017,"3027 Rancho Vista Blvd, Park Plaza Palmdale CA",Palmdale
10111-99529,East Ave S & 47th St East,4631 East Avenue S Palmdale CA,Palmdale
8823-94943,10th St West & West Ave O-8,"39904 10th Street West, D Palmdale CA",Palmdale
23531-196824,Rancho Vista & Town Center,3869 West Rancho Vista Blvd Palmdale CA,Palmdale
73671-93060,Albertsons-Palmdale #6333,38727 N Tierra Subida Ave Palmdale CA,Palmdale
19632-176904,Embarcadero & St. Francis,"2190 West Bayshore Road, Ste. 180 Palo Alto CA",Palo Alto
2886-93249,El Camino & El Camino Way,4131 El Camino Real Palo Alto CA,Palo Alto
565-142644,University & Waverly,376 University Avenue Palo Alto CA,Palo Alto
17973-174644,Alma Plaza,"3441 Alma Street, A, Stanford Shopping Center Palo Alto CA",Palo Alto
2822-72864,Stanford Shopping Center,79 Stanford Mall Palo Alto CA,Palo Alto
5541-1260,2000 El Camino - Palo Alto,2000 El Camino Real Palo Alto CA,Palo Alto
28805-269065,Teavana-Stanford Shopping Center,"180 El Camino Real, 2002 Palo Alto CA",Palo Alto
5555-194,Colorado & Middlefield - Palo Alto,2775 Middlefield Road Palo Alto CA,Palo Alto
9870-98675,361 California,361 S California Ave Palo Alto CA,Palo Alto
17011-170949,3885 El Camino Real,"3885 El Camino Real, Ravenswood @ 101 Palo Alto CA",Palo Alto
5977-23022,Donohoe & E Bayshore Rd,"1745 East Bayshore Blvd., The Plant Palo Alto CA",Palo Alto
9683-97622,Van Nuys & Michaels,"7902 VAN NUYS BLVD, B-2 Panorama City CA",Panorama City
29700-254775,Rosecrans & Downey,8522 Rosecrans Ave Paramount CA,Paramount
5842-20739,"Paramount & Jackson, Paramount",16280-C Paramount Blvd. Paramount CA,Paramount
11459-103349,"Alondra & Lakewood, Paramount",8819 Alondra Blvd. Paramount CA,Paramount
17348-173405,Pasadena Convention Ctr-Green Stree,300 E Green St Pasadena CA,Pasadena
535-480,Pasadena,575 South Lake Avenue Pasadena CA,Pasadena
14449-122584,"Arroyo & Fillmore, Pasadena","753 South Arroyo Parkway, 3 Pasadena CA",Pasadena
5657-1751,Sierra Madre Villa & Foothill,3429 East Foothill Blvd. Pasadena CA,Pasadena
14995-156785,Target Pasadena East T-1332,3121 E Colorado Blvd Pasadena CA,Pasadena
582-212444,Colorado & De Lacey,93 W. Colorado Blvd. Pasadena CA,Pasadena
76198-94545,Target Pasadena T-883,777 E Colorado Blvd Pasadena CA,Pasadena
5513-1445,South Pasadena - Wells Fargo,1000 Fair Oaks Ave Pasadena CA,Pasadena
577-226,Hastings Ranch,3699 E Foothill Blvd Pasadena CA,Pasadena
74647-94461,Vons-Pasadena #2139,1390 N Allen Ave Pasadena CA,Pasadena
5735-8709,"Washington & Allen, Pasadena",1830 E. Washington Blvd. Pasadena CA,Pasadena
5514-1448,Pasadena Lake - Wells Fargo,82 South Lake Avenue Pasadena CA,Pasadena
74762-98340,Vons-Pasadena #2152,155 W California Blvd Pasadena CA,Pasadena
19571-190724,Rosemead & Del Mar,230 S. Rosemead Blvd. Pasadena CA,Pasadena
5383-1153,Fairoaks & California - Pasadena,"556 S. Fair Oaks Avenue, Suite 102 Pasadena CA",Pasadena
20839-185185,Ralphs Pasadena #96,"160 N Lake Ave, Fair Oaks Renaissance Plaza Pasadena CA",Pasadena
5860-29255,"Fair Oaks & Orange Grove, Pasadena",671 N. Fair Oaks Avenue Pasadena CA,Pasadena
23004-226864,"Lake & Orange Grove, Pasadena",743 N. Lake Ave Pasadena CA,Pasadena
5674-5159,Huntington Drive & San Gabriel,3007 Huntington Drive Pasadena CA,Pasadena
6594-64802,"Hill & Walnut, East Pasadena",161 N. Hill Avenue Pasadena CA,Pasadena
15554-161368,Vons-Pasadena #2858,2355 E Colorado Blvd Pasadena CA,Pasadena
6838-82304,"Colorado & Bonnie, Pasadena",1687 E. Colorado Blvd Pasadena CA,Pasadena
5881-231045,Colorado & Marengo,"300 East Colorado Blvd, Suite 152, East Village Shopping Center Pasadena CA",Pasadena
9510-96871,"Creston & Sherwood, Paso Robles",1495 Creston Road Paso Robles CA,Paso Robles
8909-95245,"24th & Ysabel, Paso Robles",1205 24th Street Paso Robles CA,Paso Robles
73610-79482,Albertsons-Paso Robles #6314,189 Niblick Rd Paso Robles CA,Paso Robles
76608-99352,Target Paso Robles T-1120,"2305 Theatre Dr, The Crossings Paso Robles CA",Paso Robles
2904-90757,"46 West & US 101, Paso Robles",2301 Theatre Drive Paso Robles CA,Paso Robles
3462-92384,Sperry & Rogers - Patterson,"2952 Speno Drive, Perris Plaza Patterson CA",Patterson
6703-75480,"Nuevo & I-215, Perris","1688 North Perris Blvd., G-4 Perris CA",Perris
11099-102097,"I-215 & Ethanac, Perris","3150 Case Road, Bldg H, Suite 1 Perris CA",Perris
10665-100382,"Ramona Expressway & Perris, Perris",120 E Ramona Expressway Perris CA,Perris
18925-100256,Target Petaluma T-2601,401 Kenilworth Dr Petaluma CA,Petaluma
17601-161370,Washington & Wilson,440 East Washington Petaluma CA,Petaluma
5242-518,Downtown Petaluma,125 Petaluma Blvd N Petaluma CA,Petaluma
17466-174585,Safeway-Petaluma #3011,"389 S McDowell Blvd, Parkway Plaza Petaluma CA",Petaluma
13782-107423,Sonoma Mountain & Riesling,"701 Sonoma Mountain Pkwy, C12, Petaluma Plaza Shopping Center Petaluma CA",Petaluma
5975-52661,Old Redwood & N McDowell,5306  C. Old Redwood Highway Petaluma CA,Petaluma
9490-94433,Lakeville & McDowell,"3100 Lakeville Hwy, B Petaluma CA",Petaluma
5863-21261,N. McDowell & E. Washington,205 N. McDowell Petaluma CA,Petaluma
8799-95014,"Whittier & Passons, Pico Rivera","9329 Whittier Blvd, Pico Rivera Towne Center Pico Rivera CA",Pico Rivera
6545-62659,"Washington & Rosemead, Pico Rivera",8754 Washington Blvd. Pico Rivera CA,Pico Rivera
29625-254250,Target - Pico Rivera T-1425,8800 Whittier Blvd Pico Rivera CA,Pico Rivera
5260-396,"Fitzgerald & Appian, Pinole",1540 Fitzgerald Drive Pinole CA,Pinole
24525-232904,Pinole Valley Rd & I-80,1315 Pinole Valley Road Pinole CA,Pinole
76213-88890,Target Pinole T-737,"1400 Fitzgerald Dr, Pismo Coast Shopping Center Pinole CA",Pinole
5933-40359,"Five Cities Drive & 101 Fwy, Pismo",501 Five Cities Drive Pismo Beach CA,Pismo Beach
9686-96963,Railroad & Leland,2285 Railroad Avenue Pittsburg CA,Pittsburg
9286-95586,Buchanan & Loveridge,1315 Buchanan Rd Pittsburg CA,Pittsburg
6914-73214,California & Loveridge,1269 California Avenue Pittsburg CA,Pittsburg
74990-102914,Safeway - Pittsburg #1215,660 Bailey Road Pittsburg CA,Pittsburg
19835-195004,Ralph's - Placentia #756,"710 N Rose Dr, Missouri Flat Village Placentia CA",Placentia
8623-3198,Missouri Flat & Hwy 50,"3967 Missouri Flat, 100 Placerville CA",Placerville
74477-67020,Safeway-Placerville #1724,3955 Missouri Flat Road Placerville CA,Placerville
5699-5388,1228 Broadway - Placerville,1228 Broadway Placerville CA,Placerville
22881-225524,Runway & McConnell,"12746 Jefferson Blvd., 2150 Playa Vista CA",Playa Vista
12868-153028,Safeway-Pleasant Hill #2941,707 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill
15680-156024,Target Pleasant Hill T-330,560 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill
79512-102353,Safeway - Pleasant Hill #928,"600 Patterson Blvd., The Crossroads at Pleasant Hill Pleasant Hill CA",Pleasant Hill
10252-96965,I680 & Monument,"2370 Monument Blvd., B Pleasant Hill CA",Pleasant Hill
5559-1735,Contra Costa & Gregory,1900 Contra Costa Boulevard Pleasant Hill CA,Pleasant Hill
74772-99121,Safeway - Pleasant Hill #1541,1978 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill
24031-232204,Contra Costa Blvd and Concord Ave,552 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill
6648-74021,Johnson & Owens,"6050 Johnson Drive, B-1 Pleasanton CA",Pleasanton
5322-739,Amador Center,"1737 Santa Rita Road, #300 Pleasanton CA",Pleasanton
29020-198425,Bernal & Stanley - Pleasanton,"3040 Bernal Ave, 320 Pleasanton CA",Pleasanton
5274-732,Hopyard Rd & Stoneridge Dr,"4555 Hopyard Road, Suite C-15 Pleasanton CA",Pleasanton
16775-157393,Safeway-Pleasanton #2856,"6790 Bernal Ave, Stoneridge Center Pleasanton CA",Pleasanton
28216-250104,Teavana - Stoneridge Center,"1 STONERIDGE MALL, #D104, Pleasanton Gateway PLEASANTON CA",PLEASANTON
14070-189244,Hwy 680 & Bernal,"6786 Bernal Avenue, Suite 810 Pleasanton CA",Pleasanton
24527-233556,Main and Rose,"511 Main Street, Suite #503 Pleasanton CA",Pleasanton
74684-73708,Safeway-Pleasanton #1502,"1701 Santa Rita Rd, Stoneridge Mall Pleasanton CA",Pleasanton
6474-55559,Stoneridge Mall - Pleasanton,"1140 Stoneridge Mall Rd, B 119, Baltic Square Pleasanton CA",Pleasanton
6469-58399,Park Place & Washington,133 Park Place Point Richmond CA,Point Richmond
79728-132986,Safeway - Pollock Pines #1825,"6498 Pony Trail Express, Mission Hills Plaza Pollock Pines CA",Pollock Pines
6461-46581,"Temple & Mission, Pomona",3044 Temple Avenue Pomona CA,Pomona
23599-231366,Garey & Alvarado,1010 North Garey Avenue Pomona CA,Pomona
75469-107379,Cal Poly Pomona Library,"3801 West Temple Ave, Mission Promenade Pomona CA",Pomona
6870-76140,"Garey & Mission, Pomona","101 W. Mission Blvd., Suite 106 Pomona CA",Pomona
19857-198885,Target Pomona T-2831,701 Rio Rancho Rd Pomona CA,Pomona
29620-254406,Foothill & Lynoak,517 East Foothill Blvd Pomona CA,Pomona
13226-106936,"Fairplex & I-10, Pomona",2101 Murchison Ave Pomona CA,Pomona
10112-97117,"Rio Rancho & The 71, Pomona","68 Rio Ranch Road, 101 Pomona CA",Pomona
28053-248946,Pomona & Temple,3423 Pomona Boulevard Pomona CA,Pomona
655-330,Mandalay Village,587 W. Channel Islands Blvd. Port Hueneme CA,Port Hueneme
11461-104654,"Olive & Cloverleaf, Porterville","947 W. Olive Avenue, Porterville Crossroads Porterville CA",Porterville
6523-64099,Henderson & Prospect - Porterville,1270A Henderson Avenue Porterville CA,Porterville
76331-136845,Target Porterville T-2420,1363 W Henderson Ave Porterville CA,Porterville
